Small Unit Installation Postcode,Previous Years (2001-2015) - Installations Quantity,Previous Years (2001-2015) - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4554,245,846.743,1,5.2,1,6.24,4,12.1,0,0,1,6.63,1,6,0,0,0,0,2,7.06,1,5,4,26.8,6,33.44,2,8.22,2,10.4,1,5.98,3,17.26,1,6.44,3,12.2,2,12.57,1,10.26,0,0,0,0,3,19.13,1,5.94,285,1063.613
4555,"1,078","2,947.70",6,24.82,3,15.1,4,21.34,8,43.27,5,27.01,7,37.54,8,35.83,9,45.4,6,26.67,8,42.985,4,15.36,16,88.98,5,29.16,8,46.82,8,49.36,8,44.14,13,70.16,8,46.77,9,49.31,3,13.73,10,58.535,4,32.905,12,81.895,2,13.08,1252,3907.871
4556,"5,510","15,579.91",22,101.57,27,145.435,24,110.995,39,254.47,27,125.18,38,198.825,25,145.62,34,167.64,31,180.405,25,139.45,35,159,62,492.775,26,125.5,52,270.735,50,354.175,42,290.96,38,235.48,33,195.375,46,273.67,35,219.41,31,175.81,30,199.44,33,197.39,20,133.03,6335,20472.252
4557,"1,785","5,335.79",9,44.65,9,46.845,7,34.24,7,50.1,16,84.76,11,72.205,14,60.59,17,99.08,10,36.19,15,77.93,14,91.87,22,207.32,10,55.74,18,86.64,13,69.86,17,120.13,17,89.615,14,84.755,13,81.695,14,82.358,11,68.38,12,78.915,12,71.35,7,41.94,2094,7172.948
4558,"1,608","4,428.92",3,13.35,12,53.62,5,29.28,7,34.93,6,20.44,11,64.74,6,26.77,6,28.08,12,52.36,10,50.28,12,56.48,11,57.01,9,41.98,18,141.18,11,54.345,16,98.73,12,67.27,7,36.11,10,55.88,9,64.845,16,117.38,7,39.645,15,75.305,7,40.375,1846,5749.301
4559,829,"2,874.41",5,21.34,4,49.955,5,22.89,7,62.18,3,23.98,3,15.08,3,44.66,6,22.92,7,37.865,10,47.9,3,14.415,12,67.385,2,12.44,4,23.02,7,46.88,10,52.38,7,39.795,4,28.62,10,65.96,0,0,6,41.645,9,59.435,5,33,5,77.33,966,3785.482
4560,"4,179","11,811.26",11,53.19,18,77.69,26,127.795,26,159.94,30,145.915,27,102.64,32,143.13,46,205.6,38,173.07,26,129.17,43,235.6,42,202.41,45,197.295,46,210.055,46,224.91,37,184.14,41,208.295,24,150.265,40,200.7,51,312.735,33,190.265,30,156.785,34,197.51,23,139.055,4994,15939.42
4561,"1,128","3,895.85",3,8.94,8,38.53,15,95.05,16,73.36,14,98.04,9,57.59,5,27.07,11,59.55,9,48.44,7,41.66,8,72.06,10,53.59,6,31.87,7,31.98,8,45.845,11,94.78,13,84.78,10,51.8,11,99.185,13,74.48,8,43.82,6,32.55,10,81.025,7,54.125,1353,5295.969
4562,"1,184","4,071.50",8,44.34,5,27.78,10,55.3,5,29.12,7,42.82,5,19.43,6,20.845,7,39.38,12,92.33,11,52.54,12,66.365,11,62.785,11,66.56,5,35.32,15,87.715,7,39.57,12,85.95,10,57.275,12,70.92,8,59.525,12,75.55,9,74.115,9,75.52,7,40.355,1400,5392.913
4563,"1,372","4,233.09",5,27.52,7,78.63,6,37.385,12,58.68,5,51.2,8,85.425,8,40.85,10,57.52,5,18.88,11,74.79,6,31.8,8,49.324,6,37.2,22,82.24,23,103.38,25,92.955,10,71.885,16,74.3,23,86.29,19,97,28,122.795,23,114.61,15,86.03,5,22.42,1678,5836.203
4564,"1,348","4,821.41",6,28.08,6,27.38,6,22.32,7,62.41,9,32.34,10,41.08,7,24.83,13,53.2,6,35.15,6,27.715,15,57,14,53.25,12,53.89,14,71.25,16,83.56,7,20.24,23,90.18,13,63.065,13,53.88,8,38.36,8,42.76,17,203.6,4,26.065,3,16.005,1591,6049.024
4565,"2,019","5,539.87",10,38.945,15,157.665,6,22.385,10,41.76,13,67.72,16,87.61,12,53.475,16,82.95,24,189.11,15,71.55,19,101.215,22,110.51,12,60.14,21,111.442,17,87.405,14,73.455,13,63.86,20,104.005,15,78.5,18,107.01,25,146.315,20,113.175,14,96.725,12,82.835,2398,7689.629
4566,"1,035","3,317.67",2,8.06,8,34.37,17,77.52,8,37.225,11,52.15,8,49.665,9,68.34,9,54.16,13,74.85,14,98.25,12,83.11,16,181.055,10,49.17,8,43.05,15,89.56,5,27.92,16,85.96,11,153.205,11,68.16,19,221.835,7,88.455,14,113.13,7,49.84,14,95.25,1299,5221.963
4567,"1,006","3,270.57",8,42.06,10,60.615,7,33.67,8,40.275,8,37.92,5,25.6,4,38.34,9,41.185,5,37.814,13,64.462,14,71.27,18,89.24,3,16.67,9,42.315,18,81.46,9,50.185,14,90.995,9,81.675,12,50.91,16,104.334,6,31.44,13,90.215,13,91.56,8,47.185,1245,4631.964
4568,573,"1,855.36",5,27.365,1,6.24,1,4.16,3,11.88,3,12.74,5,19.42,4,15.56,4,32.76,5,23.68,9,48.8,4,21.77,5,20.87,3,14.38,2,10.24,7,33.44,3,20.04,2,16.64,1,5.2,4,20.885,8,46.77,6,30.9,4,21.33,1,2.16,1,6.84,664,2329.425
4569,248,744.222,2,9.58,2,5.66,4,13.64,1,5.72,0,0,6,17.5,2,5.25,1,5.2,2,6.18,2,16.9,3,16.54,5,21.56,4,16.42,4,18.56,0,0,4,17.7,2,16.78,1,5.04,1,1.82,1,6.48,1,4.16,2,12.96,3,18.265,0,0,301,986.137
4570,"5,820","18,108.06",31,160.33,31,145.41,44,318.535,23,108.57,43,202.205,28,138.75,26,118.425,30,153.73,31,153.68,43,276.015,37,196.08,60,298.7,40,194.31,47,220.71,50,270.25,46,241.705,81,410.36,56,327.56,48,262.895,50,297.465,44,261.4,45,261.324,33,229.77,22,129.49,6809,23485.73
4571,120,357.535,0,0,0,0,0,0,0,0,0,0,1,3.25,2,10.98,1,10.4,0,0,0,0,3,18.46,2,33.84,1,5.2,1,5.94,2,11.67,0,0,0,0,1,7,1,4.94,0,0,3,23.65,1,2.32,0,0,0,0,139,495.185
4572,201,601.753,1,6,2,12,2,11.295,2,11.98,2,6.24,2,12.24,2,6.98,3,16.3,0,0,2,11.02,4,20.94,2,25.14,0,0,5,26.1,1,3.38,3,14.92,1,1.82,1,5.2,2,10.24,6,50.475,2,27.755,3,15.88,6,36.88,1,6.48,256,941.018
4573,"2,602","7,740.68",10,62.67,22,86.83,17,90.25,16,74.5,15,67.52,19,133.78,20,93.07,21,87.23,19,96.92,16,74.4,24,139.665,29,242.02,17,86.725,24,125.525,39,280.06,26,132.52,29,205.9,31,183.755,29,152.71,21,129.955,36,237.795,29,192.08,26,159.94,14,84.5,3151,10961.002
4574,173,517.088,0,0,5,22.99,2,7.9,0,0,1,6,4,23.04,2,2.49,1,4.32,0,0,0,0,3,18.95,1,3.08,1,6.615,2,2,2,10.64,1,5.2,1,1.68,0,0,2,11.79,0,0,3,18.58,1,4.95,1,6.38,1,6.6,207,680.293
4575,"3,329","9,466.57",17,88.95,16,64.58,13,54.91,12,60.42,12,82.09,15,57.04,10,54.29,17,72.75,14,65.387,25,116.69,22,107.09,24,132.93,17,79.74,29,161.414,42,311.485,19,121.865,22,114.85,25,150.84,25,163.24,33,160.02,21,159.5,17,151.394,21,167.75,14,115.075,3811,12280.87
4580,"1,041","2,655.82",8,23.44,10,50,7,25.57,2,11.2,8,41.78,2,9.36,6,20.67,7,29.41,3,13.98,6,27.24,6,19.8,8,35.15,4,22.34,6,35.5,8,43.33,4,18.16,6,24.55,3,14.91,11,44.63,8,37.85,5,28.14,6,28.56,9,47.68,4,24.08,1188,3333.145
4581,305,"1,087.27",1,5.2,2,5.5,0,0,3,16.76,0,0,0,0,0,0,0,0,2,3.95,0,0,2,12.24,1,10.08,1,1.56,0,0,1,5.94,0,0,1,5.4,4,20.76,1,5.4,2,9.86,2,12.62,0,0,2,8.37,2,8.7,332,1219.608
4600,128,377.857,2,6.12,2,6.24,1,3.12,1,0.52,2,6.37,2,8,0,0,1,1,2,8.13,2,8.22,1,6.63,1,3.08,1,6.24,1,3.12,0,0,1,5.04,0,0,0,0,2,5.72,1,6.5,1,13,2,6.48,2,19.48,1,4.59,157,505.457
4601,122,368.215,0,0,0,0,1,5.5,1,3,1,5.25,0,0,0,0,0,0,4,18.1,1,4.16,1,3.12,1,6.38,3,8.175,1,7.08,1,2.08,0,0,2,8.32,1,2.12,1,2.08,0,0,1,1.56,0,0,0,0,1,5.5,143,450.64
4605,372,"1,287.70",0,0,2,4.5,3,9.48,2,11.12,1,3.24,1,5.2,1,5.3,0,0,1,30.24,0,0,2,4.68,2,9.72,3,22.76,3,15.84,0,0,1,3.18,4,21.58,0,0,3,12.15,1,3.12,5,18.29,3,12.565,3,17.44,2,18.72,415,1516.822
4606,323,936.53,1,5.3,3,10.08,0,0,1,3,1,9,0,0,2,12.96,1,6,0,0,0,0,0,0,0,0,0,0,3,11.58,3,18.985,2,9.36,4,10.68,0,0,1,5.98,0,0,5,27.18,3,15.67,6,27.73,2,16.37,361,1126.405
4608,100,316.108,1,5,2,6.82,3,4.18,0,0,0,0,0,0,1,6.6,1,2.34,0,0,1,3.64,0,0,2,12.42,0,0,0,0,0,0,0,0,1,5.13,1,6.24,0,0,2,21.11,2,8.56,2,11.12,1,5.2,2,12.265,122,426.733
4610,"1,424","4,429.82",5,23.32,4,15.16,7,21.77,5,20.06,6,21.88,4,17.35,4,48.14,9,83.78,8,48.4,8,46.44,5,34.56,16,73.72,11,56.96,3,15.57,5,23.7,4,21.96,11,48.25,6,43.885,10,44.95,9,47.385,14,70.905,16,87.75,13,77.035,7,33.44,1614,5456.19
4611,18,75.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75.908
4612,34,88.525,0,0,0,0,0,0,0,0,0,0,4,12.68,1,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.19,0,0,40,107.455
4613,82,232.065,0,0,1,5.72,3,11.2,1,2.04,0,0,0,0,0,0,0,0,0,0,1,5.98,0,0,2,102.84,2,6.12,0,0,1,5.5,1,5.98,0,0,1,3.92,0,0,0,0,3,12.05,0,0,2,19.23,0,0,100,412.645
4614,182,547.175,1,3.12,0,0,0,0,2,11.8,1,9.72,0,0,1,4.5,0,0,0,0,2,5.98,0,0,2,9.36,1,5.5,2,12.48,2,10.24,2,11.66,1,5.72,0,0,2,8.84,0,0,0,0,2,6.9,0,0,0,0,203,652.995
4615,964,"2,624.70",0,0,4,13.92,5,28.03,3,16.62,1,3.12,3,7.16,1,6.12,2,8.32,3,12.97,9,33.72,10,36.84,5,23.37,7,31.68,6,25.38,6,26.34,4,17.24,7,31.08,10,44.97,9,38.905,8,37.92,8,29.62,13,69.73,11,59.99,4,60.83,1103,3288.572
4620,44,104.375,0,0,2,6.56,1,5.61,0,0,0,0,0,0,0,0,0,0,1,5.94,0,0,1,2.46,0,0,0,0,0,0,0,0,1,10.6,0,0,1,3.77,0,0,0,0,0,0,0,0,0,0,1,6.44,52,145.755
4621,211,564.105,0,0,6,14.83,1,3,2,11.75,2,6,0,0,0,0,0,0,5,22.18,3,15.48,3,30.62,1,3.5,0,0,1,4.77,0,0,2,10.5,1,3.08,1,2.289,1,0.52,0,0,3,13.135,8,33.03,1,6.4,0,0,252,745.189
4625,323,"1,078.70",2,6,6,27.49,3,10.33,1,2.04,3,12.62,3,14.12,0,0,4,23.82,3,8.32,1,3.64,0,0,3,13.78,0,0,4,19.82,3,23.16,3,5.22,0,0,7,32.75,2,6.9,0,0,2,11.88,3,20.7,3,13.26,0,0,379,1334.546
4626,243,"1,002.94",0,0,4,18.5,3,13.32,4,26.2,0,0,4,22.43,1,2.08,1,1.5,3,14.08,0,0,1,5.2,0,0,0,0,1,3.78,1,3.19,0,0,0,0,3,19.626,1,6.05,3,213.96,0,0,1,3.18,2,10.64,0,0,276,1366.676
4627,71,266.24,3,27.51,0,0,3,13,3,13.75,3,10.875,1,2.08,0,0,1,5.2,1,5.2,2,13.68,0,0,0,0,3,8.97,3,13.89,2,6.93,0,0,1,5.88,1,2.7,0,0,1,6.24,0,0,0,0,0,0,0,0,99,402.145
4630,191,627.41,0,0,0,0,2,12.04,0,0,0,0,0,0,2,4.5,0,0,7,25.58,1,4.68,2,7.96,2,8.32,2,10.55,5,22.07,1,5.4,3,14.04,2,18.255,5,14.58,1,4.32,1,3.78,1,6.05,4,14.68,1,32.4,1,2.7,234,839.315
4650,"3,726","11,523.71",15,63.21,15,62.18,23,92.785,9,32.23,10,51.8,19,98.695,27,147.42,29,122.695,21,123.475,16,88.02,23,107.27,17,132.57,24,114.77,22,98.925,31,147.235,27,117.43,36,187.82,32,204.725,35,227.005,30,155.395,33,174.865,27,184.58,26,141.325,14,77.57,4287,14477.702
4655,"8,621","24,462.66",41,138.42,42,173.71,49,206.86,42,210.18,44,235.965,75,316.755,80,321.825,83,331.575,72,339.825,51,227.98,70,310.355,76,437.065,55,229.715,103,469.216,80,409.205,76,517.015,111,503.48,111,644.34,93,515.532,91,445.495,89,436.78,61,342.515,68,366.175,54,294.625,10338,32887.265
4659,890,"2,477.89",6,24.5,4,12.73,3,9.37,7,34.36,3,11,3,10.195,9,31.29,14,55.64,2,7.14,2,9.64,3,14.14,9,41.605,3,14.81,16,77.78,15,67.27,9,46.675,15,72.215,7,31.58,17,86.12,6,36.43,11,53.54,15,103.845,13,99.25,6,17.82,1088,3446.833
4660,"1,204","3,421.19",2,8.21,2,9.18,10,47.955,8,24.85,5,21.41,8,30.3,10,60.355,6,19.445,3,11.95,5,24.12,8,59.7,5,21.12,4,14.76,11,51.445,11,46.18,11,47.24,9,44.355,10,41.341,14,104.55,9,53.89,12,68.36,19,109.586,11,78.926,2,10.7,1399,4431.121
4662,79,244.847,1,3,1,3.57,3,13.77,1,4,0,0,0,0,2,9.06,1,5.035,1,6,0,0,0,0,3,14.44,0,0,1,6.24,3,7.24,1,4.86,2,11.96,0,0,1,3.85,3,26.46,0,0,2,11.9,0,0,0,0,105,376.232
4670,"9,978","30,833.18",34,158.33,42,171.57,51,263.435,33,128.205,39,257.915,50,268.71,56,275.11,53,317.17,53,355.654,54,264.212,91,430.351,64,574.469,67,316.36,84,368.372,80,416.541,79,507.759,76,424.536,108,509.982,102,668.917,98,766,99,630.737,74,504.782,83,455.947,44,269.319,11592,40137.565
4671,800,"2,271.55",3,13.26,2,7.22,5,14.24,8,44.134,10,66.58,11,43.45,3,9.24,6,16.69,11,35.1,4,11.64,7,29.96,6,36.3,5,13.435,7,29.5,7,30.48,9,35.17,11,48.625,9,53.75,5,25.9,8,35.54,9,57.52,1,5.98,2,12.32,1,6.38,950,2953.961
4673,89,281.401,0,0,3,12,0,0,0,0,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.44,1,5.12,0,0,0,0,0,0,0,0,3,12.87,0,0,0,0,99,325.831
4674,199,580.268,2,7.04,3,38.98,6,30.17,2,9.06,3,15.66,0,0,1,5.98,1,10.14,3,10.22,0,0,0,0,4,23.98,0,0,3,18.06,1,5.98,1,5.98,5,32.6,4,20.79,1,6.21,3,12.42,4,21.86,1,5.94,1,12.96,1,5.4,249,879.698
4676,38,76.315,0,0,0,0,1,3.06,2,14.34,0,0,0,0,0,0,0,0,0,0,1,2.08,1,6.24,0,0,0,0,0,0,0,0,0,0,0,0,2,8.97,1,6.36,0,0,0,0,0,0,0,0,0,0,46,117.365
4677,501,"1,561.82",3,14.36,1,5.2,7,31.81,7,24.44,1,5.25,3,23.2,1,4.24,1,1.56,1,2.85,5,33.04,5,26.8,3,24.95,5,17.92,6,28.17,5,23.01,5,28.02,6,18.75,2,9.83,6,41.746,5,23.76,1,4.4,6,54.18,4,22.44,1,6.48,591,2038.223
4678,198,670.292,0,0,0,0,6,22.53,1,2.5,0,0,0,0,1,2,1,2,1,2.04,0,0,0,0,0,0,0,0,0,0,1,5.2,1,5.5,2,9.36,0,0,1,3.24,0,0,1,5.72,0,0,2,11.98,0,0,216,742.362
4680,"5,160","18,352.71",9,124.165,31,138.765,49,276.555,25,111.975,18,78.16,14,58.175,26,113.905,31,170.7,25,142.29,22,142.31,33,147.515,29,125.55,41,203.9,29,146.155,23,145.74,36,177.36,38,265.045,32,227.015,31,278.741,34,199.486,32,262.166,32,171.4,36,241.495,22,130.065,5858,22431.347
4694,28,95.025,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.225,31,110.95
4695,124,431.431,1,3,1,5.1,1,4.68,1,3.12,1,5,1,5.1,0,0,0,0,8,40.28,3,8.64,1,2.6,1,4.68,0,0,1,5.04,0,0,1,3.3,1,3.18,0,0,1,10.8,0,0,3,17.98,1,5.9,4,22.04,0,0,155,581.871
4697,14,54.23,0,0,1,6,1,3,0,0,1,5.46,0,0,0,0,0,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,19,77.29
4699,43,130.907,0,0,0,0,0,0,2,11.3,2,10.1,0,0,0,0,0,0,2,15,0,0,1,3.64,0,0,0,0,1,5.94,0,0,0,0,0,0,0,0,1,4.32,0,0,0,0,0,0,0,0,0,0,52,181.207
4700,"1,243","4,121.01",5,30.95,8,66.86,4,21.67,6,99.08,7,71.03,5,25.535,5,25.09,13,54.89,13,180.5,10,94.435,6,121.91,10,133.245,14,75.4,11,53.29,7,30.06,4,14.8,9,168.74,10,91.211,11,50.49,10,49.295,9,81.46,8,93.12,10,67.645,7,41.355,1445,5863.073
4701,"3,198","10,312.61",18,74.8,19,67.715,19,103.87,9,129.56,13,83.58,19,81.59,17,68.31,19,134.415,25,159.795,24,107.075,21,100.3,23,124.339,22,96.945,20,149.35,14,60.98,17,74.12,24,148.075,30,157.715,34,192.005,32,151.745,29,206.305,29,151.045,35,234.725,19,185.9,3729,13356.867
4702,"2,379","8,160.47",16,59.24,25,117.12,28,148.41,26,108.635,25,110.97,17,83.035,20,111.01,33,165.88,28,139.335,40,226.305,27,162.475,23,120.837,12,112.35,34,165.105,27,154.695,14,65.37,16,111.624,22,159.88,27,178.155,41,259.765,38,252.035,35,268.325,28,223.42,11,96.36,2992,11760.806
4703,"2,339","7,224.68",8,27.17,16,53.29,15,60.755,15,134.565,13,94.09,9,67.85,12,46.225,14,66.925,12,54.805,7,24.239,15,109.77,17,74.879,13,69.235,21,157.885,10,48.315,14,60.525,16,82.46,10,45.575,30,140.63,30,170.105,22,121.275,18,106.47,23,176.095,10,57.22,2709,9275.028
4704,14,37.08,0,0,0,0,0,0,0,0,1,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43.2
4705,30,88.155,0,0,0,0,1,15,2,7,0,0,1,28.08,1,6.76,0,0,0,0,0,0,0,0,0,0,0,0,1,35.91,2,10.26,0,0,0,0,0,0,1,5.13,0,0,1,8.1,0,0,0,0,0,0,40,204.395
4706,3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,0,0,1,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17.44
4707,22,75.775,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3.12,1,5.04,0,0,0,0,0,0,1,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,88.495
4709,6,36.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,8,47.82
4710,434,"1,272.73",4,17.925,2,5.9,3,8.015,7,25.75,3,10.07,1,3,2,8.12,4,17.23,3,12.765,5,28.31,2,11.88,1,3.64,2,10.015,2,11.02,1,5.94,3,10.255,2,12.29,5,20.78,6,34.9,8,33.07,5,18.095,6,27.535,5,27.735,2,14.58,518,1651.55
4711,288,"1,008.10",1,5.04,0,0,0,0,1,6.12,2,11.71,2,10.28,0,0,1,5.98,0,0,0,0,2,10.39,1,5.1,1,3.24,0,0,0,0,6,32.54,3,17.96,0,0,0,0,10,51.74,3,17.73,2,12.8,4,20.43,1,10.26,328,1229.415
4712,16,91.695,0,0,0,0,0,0,0,0,0,0,1,2.08,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.94,0,0,0,0,0,0,19,105.715
4713,7,33.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33.78
4714,299,844.51,1,3,1,2.25,1,5.1,1,3.12,1,0.4,3,12.24,2,6.69,0,0,2,6.56,1,3.12,1,13,1,4.68,5,20.919,3,8.87,0,0,1,4.275,3,12.74,6,18.08,12,43.535,2,7.54,3,14.67,1,5.3,0,0,2,11.04,352,1051.639
4715,569,"2,345.18",3,11.21,2,11.61,4,16.96,6,24,4,17.56,1,5.1,1,5.5,3,12.25,2,38.44,3,11.38,7,30.71,2,7.9,0,0,1,6.095,2,11.175,2,8.015,7,88.2,4,20.34,1,5.94,7,147.685,6,40.395,4,31.405,2,9.77,0,0,643,2906.818
4716,93,362.52,0,0,0,0,3,6.68,0,0,0,0,0,0,0,0,0,0,1,10.4,0,0,3,14.68,0,0,0,0,2,15.4,0,0,1,5.4,1,5.46,2,8.84,1,6.48,1,10.8,0,0,0,0,1,9.75,0,0,109,456.41
4717,166,689.502,4,22.76,2,10.24,0,0,2,11.25,1,3,2,11.18,2,11.135,4,24.41,1,6.095,1,2.75,1,6.12,4,19.58,2,10.07,3,38.48,1,5.04,0,0,0,0,1,2.12,4,27.3,1,6.095,1,5.1,1,6.44,1,5.22,1,8.25,206,932.137
4718,183,752.258,3,23.97,0,0,2,10.24,4,19.07,2,24.24,2,8.16,0,0,2,9.25,0,0,2,5.9,3,13.52,1,5.13,1,3.24,2,11.695,1,5.12,0,0,3,26.03,2,12.48,3,15.6,4,27.6,2,11.46,1,4.95,1,4.2,0,0,224,994.113
4719,111,421.91,0,0,0,0,1,6,1,6.24,2,8.66,0,0,1,4.06,1,5,4,25.63,0,0,5,22.95,0,0,0,0,3,13.44,0,0,0,0,1,6.16,1,21.6,3,11.07,0,0,3,15.48,0,0,0,0,1,3.3,138,571.5
4720,"1,054","4,823.70",3,112.12,3,44.425,12,49.97,10,47.65,5,27.595,11,109.445,4,18.41,21,157.54,7,33.23,9,174.12,8,61.38,26,124.95,11,47.16,17,149.89,12,149.035,8,57.3,9,70.745,11,64.905,15,100.606,14,184.85,10,61.28,6,32.82,4,53.19,4,30.1,1294,6786.413
4721,245,"1,005.90",0,0,1,5,2,7.65,3,11.56,1,6,2,19,7,50.76,4,26.04,3,18.19,1,6.5,1,12.985,5,37.87,2,11.96,5,29.765,16,88.86,3,15.66,1,20.435,2,25.92,3,32.04,2,33.75,5,51.94,1,6,2,17.92,0,0,317,1541.703
4722,172,714.919,0,0,1,6,0,0,1,18.55,0,0,3,16.64,0,0,4,18,5,34.44,0,0,1,4.32,3,9.92,1,8.32,1,6.12,0,0,3,19.14,3,29.97,0,0,1,3.24,4,37.6,5,37.68,0,0,1,10.71,1,6.48,210,982.049
4723,78,360.07,0,0,2,30.16,0,0,0,0,0,0,0,0,1,6,2,9,0,0,1,2.75,3,11.76,2,15.39,5,52.49,14,75.055,5,24.4,0,0,1,6.21,0,0,0,0,0,0,5,29.01,0,0,2,31.32,1,5.4,122,659.015
4724,34,125,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,6.05,0,0,0,0,0,0,0,0,1,5.4,1,12.42,1,3.975,2,12.18,0,0,0,0,1,6.175,0,0,2,21.6,0,0,44,207.8
4725,132,604.441,1,4.68,0,0,0,0,0,0,2,8.67,4,26.38,3,34.54,2,14.2,0,0,2,12.29,2,8.32,1,4.16,1,6.24,0,0,0,0,6,52.315,0,0,9,75.475,3,20.86,0,0,0,0,0,0,1,4.56,0,0,169,877.131
4726,27,97.455,0,0,0,0,0,0,0,0,3,18.36,0,0,0,0,4,21.2,0,0,0,0,0,0,0,0,0,0,0,0,1,10.4,1,5.4,2,14.04,1,6.48,2,10.8,0,0,2,10.4,0,0,0,0,0,0,43,194.535
4727,25,111.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.035,2,12.48,0,0,1,5.25,1,10.26,0,0,0,0,0,0,0,0,0,0,0,0,30,144.03
4728,29,163.45,0,0,0,0,0,0,0,0,1,2.04,1,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.66,1,5.4,0,0,1,9.01,1,3.24,0,0,1,7.56,0,0,0,0,0,0,37,216.96
4730,222,"1,210.17",1,93.6,2,109.4,2,10,9,37.62,1,5.2,0,0,2,18.82,1,12,1,3.18,7,41.51,3,20.1,2,18.3,1,1.1,3,28.88,0,0,3,41.705,4,22.915,3,46.79,2,10.435,0,0,1,5.3,2,9.68,0,0,5,56.65,277,1803.352
4731,23,92.695,0,0,1,3.12,0,0,0,0,0,0,0,0,1,3.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.12,2,12.18,0,0,1,8.48,0,0,0,0,1,6.36,0,0,0,0,31,132.065
4732,16,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.07,0,0,0,0,0,0,0,0,5,36.06,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,146.63
4733,5,18,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3,0,0,1,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.71,0,0,1,6.05,0,0,0,0,9,52.78
